TAID,Pubchem CID,IUPAC Name,SMILES,Canonical SMILES,InChIKey,mouse_intravenous_LD50
TOX-50412,52380,"2-[[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]methyl]propanedioic acid",O=C(O)C(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,O=C(O)C(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,XFXREEZEFAWCRI-UHFFFAOYSA-N,4.084301725
TOX-50413,52381,diethyl 2-(dimethylhydrazinylidene)propanedioate,CCOC(=O)C(=NN(C)C)C(=O)OCC,CCOC(=O)C(=NN(C)C)C(=O)OCC,HJJBFVPLKKKFTP-UHFFFAOYSA-N,2.829780029
TOX-50414,52383,2-(2-cyclohexylethynyl)propanedinitrile,N#CC(C#N)C#CC1CCCCC1,N#CC(C#N)C#CC1CCCCC1,LIQNZIMFFGLQRN-UHFFFAOYSA-N,4.031991341
TOX-50415,52388,2-(1-phenylpropan-2-yl)propanedinitrile,CC(Cc1ccccc1)C(C#N)C#N,CC(Cc1ccccc1)C(C#N)C#N,YQXOZXCJCFLHKY-UHFFFAOYSA-N,3.265388639
TOX-50416,52389,2-(14-oxodispiro[5.1.58.16]tetradecan-7-ylidene)propanedinitrile,N#CC(C#N)=C1C2(CCCCC2)C(=O)C12CCCCC2,N#CC(C#N)=C1C2(CCCCC2)C(=O)C12CCCCC2,VDVXLSHFEKMQNX-UHFFFAOYSA-N,4.173445278
TOX-50417,52390,2-[(3-chloro-4-hydroxyphenyl)methylidene]propanedioic acid,O=C(O)C(=Cc1ccc(O)c(Cl)c1)C(=O)O,O=C(O)C(=Cc1ccc(O)c(Cl)c1)C(=O)O,HKMCCLUDAGQTBR-UHFFFAOYSA-N,3.384915858
TOX-50418,52392,(1-methylpyrrolidin-3-yl)methyl 2-cyclohexyl-2-hydroxy-2-phenylacetate,CN1CCC(COC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,CN1CCC(COC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,UZLCQMHSFWYOIK-UHFFFAOYSA-N,3.721085336
TOX-50420,52395,[3-[di(propan-2-yl)carbamoylamino]phenyl] N-tert-butylcarbamate,CC(C)N(C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1)C(C)C,CC(C)N(C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1)C(C)C,QZUHBLXFWRXMLP-UHFFFAOYSA-N,3.77743718
TOX-50421,3056362,tris(dicyclohexylmethyl) borate,C1CCC(C(OB(OC(C2CCCCC2)C2CCCCC2)OC(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1,C1CCC(C(OB(OC(C2CCCCC2)C2CCCCC2)OC(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1,HTUHQDKWJDVNOK-UHFFFAOYSA-N,3.270671559
TOX-50423,52399,"tris(1,1,1-trichloro-2-methylpropan-2-yl) borate",CC(C)(OB(OC(C)(C)C(Cl)(Cl)Cl)OC(C)(C)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,CC(C)(OB(OC(C)(C)C(Cl)(Cl)Cl)OC(C)(C)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,ZMRDGILYNGFIQT-UHFFFAOYSA-N,3.477251524
TOX-50424,3056363,"2-bis(ethenyl)boranyloxy-N,N-dimethylethanamine",C=CB(C=C)OCCN(C)C,C=CB(C=C)OCCN(C)C,PRFLIXKNZLRVIT-UHFFFAOYSA-N,2.929515425
TOX-50425,52401,1-(4-decylsulfonylbutylsulfonyl)decane,CCCCCCCCCCS(=O)(=O)CCCCS(=O)(=O)CCCCCCCCCC,CCCCCCCCCCS(=O)(=O)CCCCS(=O)(=O)CCCCCCCCCC,MUEIDLVFAJJEEL-UHFFFAOYSA-N,3.920937238
TOX-50433,3056375,"(2-butan-2-yl-4,6-dinitrophenyl) N-ethylcarbamate",CCNC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCNC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],OMLPCLNQAATCEG-UHFFFAOYSA-N,4.237898245
TOX-50434,99254,"(2-chloro-4,6-dinitrophenyl) 2-chloroethyl carbonate",O=C(OCCCl)Oc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],O=C(OCCCl)Oc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],HZDYUFBJVYRBMA-UHFFFAOYSA-N,3.763775504
TOX-50435,3056376,"2-cyclohex-3-en-1-yl-4,6-dinitrophenol",O=[N+]([O-])c1cc(C2CC=CCC2)c(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc(C2CC=CCC2)c(O)c([N+](=O)[O-])c1,DGSNKEIBWIKGNZ-UHFFFAOYSA-N,3.673805603
TOX-50436,52402,2-[[4-(dimethylamino)phenyl]methylideneamino]butan-1-ol,CCC(CO)N=Cc1ccc(N(C)C)cc1,CCC(CO)N=Cc1ccc(N(C)C)cc1,SJNKKMVAIQTQHK-UHFFFAOYSA-N,3.087773533
TOX-50437,52403,"N-(4,4-dimethoxybutan-2-ylideneamino)-N-methylmethanamine",COC(CC(C)=NN(C)C)OC,COC(CC(C)=NN(C)C)OC,OKQRTPIXEIJGLH-UHFFFAOYSA-N,3.492969805
TOX-50439,52405,"[2,3-diiodo-4-(2-iodoacetyl)oxybut-2-enyl] 2-iodoacetate",O=C(CI)OCC(I)=C(I)COC(=O)CI,O=C(CI)OCC(I)=C(I)COC(=O)CI,DRYAKXHQXKECDP-UHFFFAOYSA-N,4.574522547
TOX-50440,52406,"(4-acetyloxy-2,3-diiodobut-2-enyl) acetate",CC(=O)OCC(I)=C(I)COC(C)=O,CC(=O)OCC(I)=C(I)COC(C)=O,FAQDVSANHUPJQT-UHFFFAOYSA-N,3.879149149
TOX-50442,417546,N-(trimethylsilylmethyl)butan-1-amine,CCCCNC[Si](C)(C)C,CCCCNC[Si](C)(C)C,XBTOJYQRFMCBBN-UHFFFAOYSA-N,3.697199364
TOX-50443,99157,"4-(2,3,6-trichlorobenzoyl)oxybut-2-ynyl 2,3,6-trichlorobenzoate",O=C(OCC#CCOC(=O)c1c(Cl)ccc(Cl)c1Cl)c1c(Cl)ccc(Cl)c1Cl,O=C(OCC#CCOC(=O)c1c(Cl)ccc(Cl)c1Cl)c1c(Cl)ccc(Cl)c1Cl,OSABWJORQUASPX-UHFFFAOYSA-N,3.444544416
TOX-50444,3056380,"1,4-diphenylbut-2-yn-1-one",O=C(C#CCc1ccccc1)c1ccccc1,O=C(C#CCc1ccccc1)c1ccccc1,JNAODAVKYBPIAG-UHFFFAOYSA-N,2.837807345
TOX-50445,52407,N-benzyl-2-chloro-2-ethylbutanamide,CCC(Cl)(CC)C(=O)NCc1ccccc1,CCC(Cl)(CC)C(=O)NCc1ccccc1,JJAUOVZZMAXMAF-UHFFFAOYSA-N,3.631563343
TOX-50447,52411,ethyl 3-amino-3-(carbamoylamino)butanoate,CCOC(=O)CC(C)(N)NC(N)=O,CCOC(=O)CC(C)(N)NC(N)=O,USZCLVNQMQEOBA-UHFFFAOYSA-N,3.02653556
TOX-50448,52412,ethyl 2-(anthracen-9-ylmethylidene)-3-oxobutanoate,CCOC(=O)C(=Cc1c2ccccc2cc2ccccc12)C(C)=O,CCOC(=O)C(=Cc1c2ccccc2cc2ccccc12)C(C)=O,CDIYMHBFBYSKRQ-UHFFFAOYSA-N,3.247662361
TOX-50449,52413,2-chloro-2-methylbutanoic acid,CCC(C)(Cl)C(=O)O,CCC(C)(Cl)C(=O)O,NZZYVDKRZFWNRJ-UHFFFAOYSA-N,2.880108244
TOX-50450,52414,"ethyl 2-cyano-3,3-diphenylbutanoate",CCOC(=O)C(C#N)C(C)(c1ccccc1)c1ccccc1,CCOC(=O)C(C#N)C(C)(c1ccccc1)c1ccccc1,JTIFIPAJMMMUCA-UHFFFAOYSA-N,3.212137274
TOX-50451,52416,"2,2-diphenyl-4-sulfanylbutanoic acid",O=C(O)C(CCS)(c1ccccc1)c1ccccc1,O=C(O)C(CCS)(c1ccccc1)c1ccccc1,ZWILEONEUTXNPU-UHFFFAOYSA-N,3.179885171
TOX-50454,3056383,"2-anilino-4,5,6,7-tetraiodoisoindole-1,3-dione",O=C1c2c(I)c(I)c(I)c(I)c2C(=O)N1Nc1ccccc1,O=C1c2c(I)c(I)c(I)c(I)c2C(=O)N1Nc1ccccc1,NNFDNQSETOOMRY-UHFFFAOYSA-N,3.870304392
TOX-50456,3056386,"4-nitro-2-(trichloromethylsulfanyl)isoindole-1,3-dione",O=C1c2cccc([N+](=O)[O-])c2C(=O)N1SC(Cl)(Cl)Cl,O=C1c2cccc([N+](=O)[O-])c2C(=O)N1SC(Cl)(Cl)Cl,RCPLHWOKWNLFBE-UHFFFAOYSA-N,4.028315755
TOX-50457,3056388,"N,N-dimethyl-2-(1-pyridin-2-yl-1-thiophen-2-ylethoxy)ethanamine",CN(C)CCOC(C)(c1ccccn1)c1cccs1,CN(C)CCOC(C)(c1ccccn1)c1cccs1,QHMNZJORATXYFO-UHFFFAOYSA-N,3.693357868
TOX-50458,99346,2-methyl-5-(3-piperidin-1-ylprop-1-ynyl)pyridine,Cc1ccc(C#CCN2CCCCC2)cn1,Cc1ccc(C#CCN2CCCCC2)cn1,DQTWVOSUHAMERO-UHFFFAOYSA-N,3.582858462
TOX-50459,72711,4-chloropyridine-2-carbohydrazide,NNC(=O)c1cc(Cl)ccn1,NNC(=O)c1cc(Cl)ccn1,JORBLRWFTPDRLZ-UHFFFAOYSA-N,2.729334403
TOX-50460,427842,1-(2-ethoxyethyl)-4-methylpyridin-1-ium,CCOCC[n+]1ccc(C)cc1,CCOCC[n+]1ccc(C)cc1,NYQKHSGKWHYXFZ-UHFFFAOYSA-N,2.965473475
TOX-50461,3056391,"3-N,6-N-diphenyl-2,5-dihydropyrazine-3,6-diamine",c1ccc(NC2=NCC(Nc3ccccc3)=NC2)cc1,c1ccc(NC2=NCC(Nc3ccccc3)=NC2)cc1,JWYMOGSADCDDGO-UHFFFAOYSA-N,3.673961715
TOX-50463,3056398,"4-(2-chloroethyl)-1,2,2,6,6-pentamethylpiperazine",CN1C(C)(C)CN(CCCl)CC1(C)C,CN1C(C)(C)CN(CCCl)CC1(C)C,XQSYXYORUOAARQ-UHFFFAOYSA-N,3.834841759
TOX-50467,3056402,2-[4-[4-(2-chlorophenothiazin-10-yl)butyl]piperazin-1-yl]ethanol,OCCN1CCN(CCCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,OCCN1CCN(CCCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,ZOQJROVJDRLFOR-UHFFFAOYSA-N,3.872994489
TOX-50473,3056415,"2-(2,4-dimethoxyphenyl)-1,3-oxazolidine",COc1ccc(C2NCCO2)c(OC)c1,COc1ccc(C2NCCO2)c(OC)c1,ZUGRHGYRHBYRCK-UHFFFAOYSA-N,3.065382584
TOX-50474,428198,"5-methyl-3-(2-pyridin-4-ylethyl)-1,3-oxazolidine-2,4-dione",CC1OC(=O)N(CCc2ccncc2)C1=O,CC1OC(=O)N(CCc2ccncc2)C1=O,FZHNKDCKNSVKBG-UHFFFAOYSA-N,3.08760003
TOX-50475,3056417,"[4-methyl-2-(3-nitrophenyl)-1,3-oxazolidin-4-yl]methanol",CC1(CO)COC(c2cccc([N+](=O)[O-])c2)N1,CC1(CO)COC(c2cccc([N+](=O)[O-])c2)N1,DCPOCTSXCKUCGK-UHFFFAOYSA-N,3.121747644
TOX-50477,416639,"N-(2-chloroethyl)-4,5-dihydro-1,3-oxazol-2-amine",ClCCNC1=NCCO1,ClCCNC1=NCCO1,HXGOZIOOTUMZNF-UHFFFAOYSA-N,2.916725846
TOX-50478,3056423,"5-methoxy-10-phenyl-3,6,9,11-tetraoxatricyclo[5.4.0.02,4]undeca-1,4,7-triene",COC1=C2OC2=C2OC(c3ccccc3)OC=C2O1,COC1=C2OC2=C2OC(c3ccccc3)OC=C2O1,WNAICBLIPNPBMG-UHFFFAOYSA-N,3.156732508
TOX-50479,208887,1-(5-decylsulfonylpentylsulfonyl)decane,CCCCCCCCCCS(=O)(=O)CCCCCS(=O)(=O)CCCCCCCCCC,CCCCCCCCCCS(=O)(=O)CCCCCS(=O)(=O)CCCCCCCCCC,VCZOYDJJAHXJQB-UHFFFAOYSA-N,3.9337954
TOX-50480,417369,"N,N,N',N'-tetrakis(2-chloroethyl)-2,2,3,3,4,4-hexafluoropentane-1,5-diamine",FC(F)(CN(CCCl)CCCl)C(F)(F)C(F)(F)CN(CCCl)CCCl,FC(F)(CN(CCCl)CCCl)C(F)(F)C(F)(F)CN(CCCl)CCCl,XGCGGYUBHSHDEG-UHFFFAOYSA-N,3.407595774
TOX-50482,99827,"N-[5-(hydroxyamino)-1,5-bis(4-methoxyphenyl)pent-1-en-3-ylidene]hydroxylamine",COc1ccc(C=CC(CC(NO)c2ccc(OC)cc2)=NO)cc1,COc1ccc(C=CC(CC(NO)c2ccc(OC)cc2)=NO)cc1,NJAQMAVGELKCCS-UHFFFAOYSA-N,3.534527414
TOX-50485,3056427,"1-tricyclo[3.2.1.02,4]octanylmethyl N-phenylcarbamate",O=C(Nc1ccccc1)OCC12CCC(C1)C1CC12,O=C(Nc1ccccc1)OCC12CCC(C1)C1CC12,LTQUXEZQIKGREG-UHFFFAOYSA-N,2.905345505
TOX-50486,52422,2-[N-(phenylcarbamoyl)anilino]acetic acid,O=C(O)CN(C(=O)Nc1ccccc1)c1ccccc1,O=C(O)CN(C(=O)Nc1ccccc1)c1ccccc1,JUMUUQMEDABRGJ-UHFFFAOYSA-N,2.926676786
TOX-50487,3033587,(carbamothioylamino)carbamodithioic acid,NC(=S)NNC(=S)S,NC(=S)NNC(=S)S,WGXQCZBJLRYCHG-UHFFFAOYSA-N,2.718304426
TOX-50488,52425,"1-methyl-6,7,8,9-tetrahydro-5H-carbazole-2-carbonitrile",Cc1c(C#N)ccc2c3c([nH]c12)CCCC3,Cc1c(C#N)ccc2c3c([nH]c12)CCCC3,GGSRSZKYYOJDNX-UHFFFAOYSA-N,3.067525463
TOX-50489,52426,bis(4-acetylphenyl) carbonate,CC(=O)c1ccc(OC(=O)Oc2ccc(C(C)=O)cc2)cc1,CC(=O)c1ccc(OC(=O)Oc2ccc(C(C)=O)cc2)cc1,HCENCLWAKGYVIF-UHFFFAOYSA-N,3.726456491
TOX-50490,52427,O-methyl [4-(methoxycarbothioylsulfanylmethyl)phenyl]methylsulfanylmethanethioate,COC(=S)SCc1ccc(CSC(=S)OC)cc1,COC(=S)SCc1ccc(CSC(=S)OC)cc1,CAIJEQKSVNIRBG-UHFFFAOYSA-N,2.997973094
TOX-50495,4122680,"ethyl 12-hydroxy-17-(5-methoxy-5-oxopentan-2-yl)-10,13-dimethyl-7-oxo-1,2,3,4,5,6,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthrene-3-carboxylate",CCOC(=O)C1CCC2(C)C(CC(=O)C3C2CC(O)C2(C)C(C(C)CCC(=O)OC)CCC32)C1,CCOC(=O)C1CCC2(C)C(CC(=O)C3C2CC(O)C2(C)C(C(C)CCC(=O)OC)CCC32)C1,IEGZAMNMNIJBBM-UHFFFAOYSA-N,4.422930737
TOX-50496,3056433,"2-(diethylamino)ethyl 2,3-dimethyl-4-oxochromene-8-carboxylate",CCN(CC)CCOC(=O)c1cccc2c(=O)c(C)c(C)oc12,CCN(CC)CCOC(=O)c1cccc2c(=O)c(C)c(C)oc12,CSCNEEUNJJZDRW-UHFFFAOYSA-N,3.753398371
TOX-50497,3056435,"2-(dimethylamino)ethyl 2,3-dimethyl-4-oxochromene-8-carboxylate",Cc1oc2c(C(=O)OCCN(C)C)cccc2c(=O)c1C,Cc1oc2c(C(=O)OCCN(C)C)cccc2c(=O)c1C,KUGKXBNBHFNYTO-UHFFFAOYSA-N,4.206122463
TOX-50498,3056437,"2-morpholin-4-ylethyl 2,3-dimethyl-4-oxochromene-8-carboxylate",Cc1oc2c(C(=O)OCCN3CCOCC3)cccc2c(=O)c1C,Cc1oc2c(C(=O)OCCN3CCOCC3)cccc2c(=O)c1C,PHARRSJALTWOLK-UHFFFAOYSA-N,3.520310567
TOX-50499,52439,"7-methoxy-2,3-dimethyl-8-morpholin-4-ylchromen-4-one",COc1ccc2c(=O)c(C)c(C)oc2c1N1CCOCC1,COc1ccc2c(=O)c(C)c(C)oc2c1N1CCOCC1,ISYBJLSLGFYKJD-UHFFFAOYSA-N,4.713206941
TOX-50500,3056440,3-(9H-thioxanthen-9-ylmethyl)piperidine,c1ccc2c(c1)Sc1ccccc1C2CC1CCCNC1,c1ccc2c(c1)Sc1ccccc1C2CC1CCCNC1,ZHCRQQSQDOVNFC-UHFFFAOYSA-N,4.169455469
TOX-50501,3056441,9-(piperidin-3-ylmethyl)-9H-thioxanthene 10-oxide,O=S1c2ccccc2C(CC2CCCNC2)c2ccccc21,O=S1c2ccccc2C(CC2CCCNC2)c2ccccc21,REZOITAHOZFCTA-UHFFFAOYSA-N,3.73751348
TOX-50503,3056445,1-benzyl-1-methyl-4-phenylpiperidin-1-ium-4-carbonitrile,C[N+]1(Cc2ccccc2)CCC(C#N)(c2ccccc2)CC1,C[N+]1(Cc2ccccc2)CCC(C#N)(c2ccccc2)CC1,VGFCYNCGNIVFEF-UHFFFAOYSA-N,3.959366395
TOX-50505,426895,1-ethyl-1-(piperidin-1-ylmethyl)piperidin-1-ium,CC[N+]1(CN2CCCCC2)CCCCC1,CC[N+]1(CN2CCCCC2)CCCCC1,OBXPHAMTVXWVDG-UHFFFAOYSA-N,3.819899533
TOX-50509,52448,"dimethyl 2-(2,4-dichlorophenoxy)but-2-enedioate",COC(=O)C=C(Oc1ccc(Cl)cc1Cl)C(=O)OC,COC(=O)C=C(Oc1ccc(Cl)cc1Cl)C(=O)OC,JZLLPZWRSYEIKN-UHFFFAOYSA-N,3.685120163
TOX-50510,3056457,"2,2,4-trimethyl-1-[4-(2,2,4-trimethyl-3-oxopentanoyl)piperazin-1-yl]pentane-1,3-dione",CC(C)C(=O)C(C)(C)C(=O)N1CCN(C(=O)C(C)(C)C(=O)C(C)C)CC1,CC(C)C(=O)C(C)(C)C(=O)N1CCN(C(=O)C(C)(C)C(=O)C(C)C)CC1,DSSBDBBSOUYIGJ-UHFFFAOYSA-N,3.308803844
TOX-50512,3056459,methyl 2-hydroxy-4-[3-(1-methylpiperidin-1-ium-1-yl)propanoylamino]benzoate,COC(=O)c1ccc(NC(=O)CC[N+]2(C)CCCCC2)cc1O,COC(=O)c1ccc(NC(=O)CC[N+]2(C)CCCCC2)cc1O,OWJLYUBGUZOHOQ-UHFFFAOYSA-O,4.251769314
TOX-50513,3056461,"2,4-dichloro-1-[(2,4-dichlorophenoxy)-phenylphosphoryl]oxybenzene",O=P(Oc1ccc(Cl)cc1Cl)(Oc1ccc(Cl)cc1Cl)c1ccccc1,O=P(Oc1ccc(Cl)cc1Cl)(Oc1ccc(Cl)cc1Cl)c1ccccc1,FFLIJNFPOARVJM-UHFFFAOYSA-N,3.14619492
TOX-50514,3056462,1-bis(prop-2-enoxy)phosphorylpropane,C=CCOP(=O)(CCC)OCC=C,C=CCOP(=O)(CCC)OCC=C,MIDYLAHQPJPQIV-UHFFFAOYSA-N,3.310068498
TOX-50515,3056463,1-diethoxyphosphoryltridecane,CCCCCCCCCCCCCP(=O)(OCC)OCC,CCCCCCCCCCCCCP(=O)(OCC)OCC,NZFIBMQRGNVRIT-UHFFFAOYSA-N,3.75757767
TOX-50516,16132333,,CCCCCC(C)(C)/N=[P+]([O-])NC(C)(C)CCCCC,CCCCCC(C)(C)/N=[P+]([O-])NC(C)(C)CCCCC,IVDNMVVMFKCJOP-UHFFFAOYSA-N,3.73245551
TOX-50517,97294,"5-chloro-2-ethyl-1,3-dihydro-1,3,2lambda5-benzodiazaphosphole 2-oxide",CCP1(=O)Nc2ccc(Cl)cc2N1,CCP1(=O)Nc2ccc(Cl)cc2N1,FPWAAIHUIVORGP-UHFFFAOYSA-N,3.587486465
TOX-50518,3056465,benzyl-bis(butylamino)-phenylphosphanium,CCCCN[P+](Cc1ccccc1)(NCCCC)c1ccccc1,CCCCN[P+](Cc1ccccc1)(NCCCC)c1ccccc1,TVLLBZQMRYNAJM-UHFFFAOYSA-N,3.280622627
TOX-50519,3056467,butyl-tris(dibutylamino)phosphanium,CCCCN(CCCC)[P+](CCCC)(N(CCCC)CCCC)N(CCCC)CCCC,CCCCN(CCCC)[P+](CCCC)(N(CCCC)CCCC)N(CCCC)CCCC,OTXFSSGYEBBJNO-UHFFFAOYSA-N,4.419411393
TOX-50520,3056469,[4-(chloromethyl)phenyl]methyl-tris(dimethylamino)phosphanium,CN(C)[P+](Cc1ccc(CCl)cc1)(N(C)C)N(C)C,CN(C)[P+](Cc1ccc(CCl)cc1)(N(C)C)N(C)C,ZPAMPUISZKMZHW-UHFFFAOYSA-N,6.083230205
TOX-50521,3056472,"(2,4-dichlorophenyl)methyl-tris[4-(dimethylamino)phenyl]phosphanium",CN(C)c1ccc([P+](Cc2ccc(Cl)cc2Cl)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc([P+](Cc2ccc(Cl)cc2Cl)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,ASVWILQFBMUTGZ-UHFFFAOYSA-N,3.486290336
TOX-50522,3056474,"(2,4-dichlorophenyl)methyl-tris(4-methylsulfanylphenyl)phosphanium",CSc1ccc([P+](Cc2ccc(Cl)cc2Cl)(c2ccc(SC)cc2)c2ccc(SC)cc2)cc1,CSc1ccc([P+](Cc2ccc(Cl)cc2Cl)(c2ccc(SC)cc2)c2ccc(SC)cc2)cc1,JZZRGUUAFREASU-UHFFFAOYSA-N,4.602522734
TOX-50523,3056476,"(2,4-dichlorophenyl)methyl-tris(4-methylphenyl)phosphanium",Cc1ccc([P+](Cc2ccc(Cl)cc2Cl)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,Cc1ccc([P+](Cc2ccc(Cl)cc2Cl)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,MJSHMSPRBWMWPV-UHFFFAOYSA-N,3.918700443
TOX-50524,426923,dichloromethyl-tri(piperidin-1-yl)phosphanium,ClC(Cl)[P+](N1CCCCC1)(N1CCCCC1)N1CCCCC1,ClC(Cl)[P+](N1CCCCC1)(N1CCCCC1)N1CCCCC1,AFILVKJCFSKOPI-UHFFFAOYSA-N,4.309777982
TOX-50525,3056480,"tributyl-[(2,4-dimethylphenyl)methyl]phosphanium",CCCC[P+](CCCC)(CCCC)Cc1ccc(C)cc1C,CCCC[P+](CCCC)(CCCC)Cc1ccc(C)cc1C,RFYPVJDJMSZHLY-UHFFFAOYSA-N,4.25192063
TOX-50526,3056482,tris(dimethylamino)-[6-[tris(dimethylamino)phosphaniumyl]hexyl]phosphanium,CN(C)[P+](CCCCCC[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CN(C)[P+](CCCCCC[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,JNOUYJXMWVVVGY-UHFFFAOYSA-N,5.710299341
TOX-50527,3056484,tris(dibutylamino)-methylphosphanium,CCCCN(CCCC)[P+](C)(N(CCCC)CCCC)N(CCCC)CCCC,CCCCN(CCCC)[P+](C)(N(CCCC)CCCC)N(CCCC)CCCC,PAJJSMWRKVXUER-UHFFFAOYSA-N,4.378928583
TOX-50528,80235,tributyl-[(4-nitrophenyl)methyl]phosphanium,CCCC[P+](CCCC)(CCCC)Cc1ccc([N+](=O)[O-])cc1,CCCC[P+](CCCC)(CCCC)Cc1ccc([N+](=O)[O-])cc1,ZDYVKPPWUCRVDG-UHFFFAOYSA-N,4.529497085
TOX-50529,3056488,triphenyl(4-triphenylphosphaniumylbutyl)phosphanium,c1ccc([P+](CCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,c1ccc([P+](CCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,NEHOZOUEOAZNQN-UHFFFAOYSA-N,5.508673338
TOX-50530,3056490,tris(dimethylamino)-[[4-[tris(dimethylamino)phosphaniumylmethyl]phenyl]methyl]phosphanium,CN(C)[P+](Cc1ccc(C[P+](N(C)C)(N(C)C)N(C)C)cc1)(N(C)C)N(C)C,CN(C)[P+](Cc1ccc(C[P+](N(C)C)(N(C)C)N(C)C)cc1)(N(C)C)N(C)C,NLXFHZAXOYJUAL-UHFFFAOYSA-N,6.333005702
TOX-50531,3056493,2-[diphenoxyphosphoryl(methyl)amino]-1-phenylpropan-1-ol,CC(C(O)c1ccccc1)N(C)P(=O)(Oc1ccccc1)Oc1ccccc1,CC(C(O)c1ccccc1)N(C)P(=O)(Oc1ccccc1)Oc1ccccc1,MBMBFWDUUWUHPW-UHFFFAOYSA-N,3.599239884
TOX-50533,99271,"N,N-diethylpiperidine-1-carbothioamide",CCN(CC)C(=S)N1CCCCC1,CCN(CC)C(=S)N1CCCCC1,KSFMTNWDMJNIKE-UHFFFAOYSA-N,3.051371512
TOX-50534,410183,2-(diethylamino)ethyl piperidine-1-carboxylate,CCN(CC)CCOC(=O)N1CCCCC1,CCN(CC)CCOC(=O)N1CCCCC1,CPIJUWSGKKQBMY-UHFFFAOYSA-N,3.610386362
TOX-50546,426899,"1-[2,2,2-trichloro-1-(2-chlorophenyl)ethyl]piperidine",Clc1ccccc1C(N1CCCCC1)C(Cl)(Cl)Cl,Clc1ccccc1C(N1CCCCC1)C(Cl)(Cl)Cl,DYOFOGDRKYPWPI-UHFFFAOYSA-N,3.25938414
TOX-50551,3056524,2-ethylsulfanyl-N-methyl-N-(3-piperidin-1-ylpropyl)aniline,CCSc1ccccc1N(C)CCCN1CCCCC1,CCSc1ccccc1N(C)CCCN1CCCCC1,QFTAVWLZUWVDQK-UHFFFAOYSA-N,3.717925965
TOX-50553,3056527,N-methyl-N-(3-piperidin-1-ylpropyl)-2-propan-2-ylsulfanylaniline,CC(C)Sc1ccccc1N(C)CCCN1CCCCC1,CC(C)Sc1ccccc1N(C)CCCN1CCCCC1,BJIKUOYJEUOUQU-UHFFFAOYSA-N,3.231184895
TOX-50554,3056528,N-methyl-2-methylsulfanyl-N-(3-piperidin-1-ylpropyl)aniline,CSc1ccccc1N(C)CCCN1CCCCC1,CSc1ccccc1N(C)CCCN1CCCCC1,XSTJZSWXHWOVAA-UHFFFAOYSA-N,3.189498112
TOX-50556,3056531,"9-[(1-methylpiperidin-3-yl)methyl]-9H-thioxanthene 10,10-dioxide",CN1CCCC(CC2c3ccccc3S(=O)(=O)c3ccccc32)C1,CN1CCCC(CC2c3ccccc3S(=O)(=O)c3ccccc32)C1,NXZRBZRYNAJDLY-UHFFFAOYSA-N,4.23233019
TOX-50557,99355,"2,2,4-trimethyl-1-piperidin-1-ylpentane-1,3-dione",CC(C)C(=O)C(C)(C)C(=O)N1CCCCC1,CC(C)C(=O)C(C)(C)C(=O)N1CCCCC1,SLTCQIMTEMTYEH-UHFFFAOYSA-N,3.097550366
TOX-50560,52451,2-benzylsulfanyl-3-phenylprop-2-enamide,NC(=O)C(=Cc1ccccc1)SCc1ccccc1,NC(=O)C(=Cc1ccccc1)SCc1ccccc1,ILQWSISCLUIPHS-UHFFFAOYSA-N,3.682159587
TOX-50562,52453,2-(4-methylphenyl)sulfanyl-3-phenylprop-2-enamide,Cc1ccc(SC(=Cc2ccccc2)C(N)=O)cc1,Cc1ccc(SC(=Cc2ccccc2)C(N)=O)cc1,DQEGXGSBWKTADQ-UHFFFAOYSA-N,3.175075109
